a_t~h_a;2002375;7672
a_t~u;2010047;14450
a_t~_a;2024497;7077
a_t~_e;2031574;6891
a_v;2038465;12128
a_vi;2050593;16474
a_v_a;2067067;5294
a_v_i;2072361;14545
a_x;2086906;14295
a_x_a;2101201;11409
a_y_a;2112610;7681
a_~adi;2120291;15965
a_~adi_i;2136256;8167
b@_@;2144423;6089
bh_@;2150512;8179
bh_a;2158691;10147
bh_ai;2168838;9732
bh_e;2178570;10128
bh_i;2188698;10699
bh_o;2199397;11274
bh_ou;2210671;7137
b_@;2217808;6089
b_a;2223897;10337
b_ai;2234234;6135
b_e;2240369;8721
b_i;2249090;8028
b_o;2257118;6485
b_ou;2263603;6649
b_u;2270252;6406
che;2276658;13775
che_e;2290433;7028
ch_@;2297461;7624
ch_a;2305085;6017
ch_ai;2311102;7501
ch_i;2318603;8079
ch_o;2326682;9713
ch_ou;2336395;7872
ch_u;2344267;6167
c_@;2350434;5536
c_a;2355970;4007
c_ai;2359977;8427
c_e;2368404;6713
c_i;2375117;5209
c_o;2380326;9225
c_u;2389551;7524
dh_@;2397075;11232
dh_a;2408307;8288
dh_ai;2416595;10544
dh_e;2427139;13104
dh_i;2440243;6169
dh_o;2446412;8608
dh_ou;2455020;9457
djh_@;2464477;9281
djh_a;2473758;7296
djh_e;2481054;11512
djh_i;2492566;9240
dj_@;2501806;9649
dj_a;2511455;7865
dj_ai;2519320;10499
dj_e;2529819;14542
dj_i;2544361;7308
dj_ou;2551669;8218
dj_u;2559887;8393
d_@;2568280;8801
d_a;2577081;6273
d_ai;2583354;9033
d_e;2592387;2791
d_i;2595178;8866
d_ou;2604044;7616
d~h@_@;2611660;9313
d~h_e;2620973;11064
d~h_i;2632037;10609
d~h_u;2642646;7992
d~_a;2650638;10348
d~_ai;2660986;8451
d~_e;2669437;8064
d~_u;2677501;7787
e_bo;2685288;18416
e_d~_u;2703704;8720
e_gh_u;2712424;10426
e_kai;2722850;8131
e_k_e;2730981;20680
e_l;2751661;15630
e_n;2767291;15630
e_ne;2782921;7342
e_n~u;2790263;20180
e_pi;2810443;15552
e_r;2825995;12480
e_ri;2838475;15152
e_r_a;2853627;3864
e_r_ai;2857491;7119
e_r_e;2864610;28968
e_sh;2893578;6167
e_t;2899745;15136
e_ta;2914881;17928
e_thi;2932809;22104
e_tra;2954913;30576
e_t~;2985489;14520
e_t~e;3000009;19912
e_vi;3019921;14604
e_v_a;3034525;5280
gh_@;3039805;10840
gh_a;3050645;5837
gh_ai;3056482;9121
gh_e;3065603;12913
gh_i;3078516;13111
gh_u;3091627;8399
g_@;3100026;5008
g_a;3105034;6633
g_e;3111667;8641
g_i;3120308;10559
g_o;3130867;9865
g_ou;3140732;9232
g_u;3149964;6973
h_@;3156937;5584
h_a;3162521;5079
h_ai;3167600;6281
h_e;3173881;5857
h_i;3179738;9787
h_o;3189525;9897
i_dj_e;3199422;8265
i_d_i;3207687;10324
i_d~h_e;3218011;9520
i_g_i;3227531;6166
i_ki;3233697;18548
i_ni;3252245;16902
i_n~i;3269147;17043
i_pi;3286190;17938
i_shu;3304128;12861
i_sh_@;3316989;7742
i_si;3324731;21253
i_thi;3345984;20848
i_ti;3366832;18306
i_ve;3385138;20736
i_x_i;3405874;11744
i_yo;3417618;5609
kh_@;3423227;9392
kh_a;3432619;3976
kh_ai;3436595;9346
kh_e;3445941;6913
kh_i;3452854;8700
kh_u;3461554;4590
k_a;3466144;1971
k_ai;3468115;6310
k_i;3474425;4441
k_o;3478866;7435
k_ou;3486301;4777
l_@;3491078;9800
l_a;3500878;11245
l_ai;3512123;7795
l_e;3519918;7704
l_i;3527622;7911
l_o;3535533;10129
l_ou;3545662;7376
m_@;3553038;4928
m_a;3557966;6768
m_ai;3564734;7149
m_e;3571883;9092
m_i;3580975;9492
m_o;3590467;9214
m_ou;3599681;9456
ne;3609137;6925
ni;3616062;10020
n_@;3626082;9921
n_a;3636003;6823
n_ai;3642826;7089
n_e;3649915;11832
n_i;3661747;9819
n_o;3671566;9880
n_ou;3681446;7268
ou_d;3688714;11712
ou_dj;3700426;6476
ou_ji;3706902;16384
ou_ka;3723286;18944
ou_n;3742230;14912
ou_r;3757142;10912
ou_t;3768054;6336
ou_tra;3774390;20560
o_bho;3794950;23751
o_bo;3818701;20849
o_dho;3839550;20336
o_do;3859886;21232
o_d~o;3881118;17224
o_gho;3898342;16553
o_go;3914895;20610
o_kho;3935505;21040
o_k_a;3956545;7421
o_lo;3963966;22241
o_n~o;3986207;16288
o_po;4002495;21228
o_ro;4023723;18164
o_sh_i;4041887;8360
o_so;4050247;21324
o_te;4071571;18061
o_to;4089632;20096
ph_@;4109728;3449
ph_a;4113177;9692
ph_ai;4122869;5605
ph_e;4128474;8640
ph_i;4137114;13408
ph_o;4150522;9726
ph_ou;4160248;5536
ph_u;4165784;10733
p_@;4176517;3704
p_a;4180221;3424
p_ai;4183645;3492
p_e;4187137;12384
p_o;4199521;7072
p_ou;4206593;4592
r_@;4211185;7872
r_a;4219057;4017
r_ai;4223074;7871
r_e;4230945;9072
r_i;4240017;9033
r_o;4249050;9787
r_ou;4258837;6496
r_u;4265333;6339
sh_@;4271672;10897
sh_a;4282569;8514
sh_ai;4291083;9135
sh_e;4300218;11208
sh_i;4311426;13617
sh_o;4325043;13890
sh_ou;4338933;8369
s_@;4347302;7737
s_a;4355039;6637
s_ai;4361676;8692
s_e;4370368;11432
s_i;4381800;9187
s_o;4390987;11477
te;4402464;6321
th_@;4408785;7808
th_a;4416593;6075
th_ai;4422668;6427
th_e;4429095;6800
th_o;4435895;6604
t_a;4442499;3368
t_ai;4445867;3771
t_e;4449638;8441
t_i;4458079;2787
t_o;4460866;8921
t~h_a;4469787;5761
t~h_e;4475548;6921
t~h_u;4482469;3153
t~_@;4485622;3040
t~_a;4488662;4061
t~_ai;4492723;5926
t~_e;4498649;3552
t~_i;4502201;4307
u_b_a;4506508;5297
u_c;4511805;17905
u_cho;4529710;12711
u_cu;4542421;17747
u_dj_u;4560168;7704
u_g_a;4567872;5390
u_l;4573262;12926
u_m@;4586188;14970
u_p;4601158;9594
u_p_@;4610752;8959
u_p_a;4619711;5028
u_r;4624739;12263
u_s_a;4637002;5575
u_t;4642577;12843
u_t~;4655420;9293
u_t~hu;4664713;21827
u_t~_@;4686540;8914
v_a;4695454;7287
v_ai;4702741;7247
v_e;4709988;25168
v_i;4735156;9902
v_o;4745058;9680
x_@;4754738;9449
x_a;4764187;6407
x_e;4770594;7508
x_o;4778102;11547
x_ou;4789649;8193
y_@;4797842;11097
y_a;4808939;7268
y_o;4816207;9593
y_ou;4825800;9912
